director_name,ceremony,year,category,outcome,original_language
Michael Thelin,Neuchรขtel International Fantastic Film Festival,2015,Narcisse Award,Nominated,en
Simรณn Mesa Soto,Chicago International Film Festival,2015,Gold Hugo,Won,es
Simรณn Mesa Soto,Heartland Film Festival,2015,Jimmy Stewart Crystal Heart Memorial Award,Won,es
Simรณn Mesa Soto,Hong Kong International Film Festival,2015,Firebird Award - Special Mention,Won,es
Simรณn Mesa Soto,Hong Kong International Film Festival,2015,Golden Firebird Award,Nominated,es
Simรณn Mesa Soto,"London Short Film Festival, UK",2015,Best UK Short,Won,es
Simรณn Mesa Soto,Odense International Film Festival,2015,Storyteller Award,Won,es
Franรงois Jaros,Fantasia Film Festival,2015,Best Short Film,Won,en
Franรงois Jaros,Jutra Awards,2015,Jutra,Won,en
Franรงois Jaros,Palm Springs International ShortFest,2015,Best of the Festival,Nominated,en
Samuel Horton,Terror Film Festival,2015,Claw Award,Won,en
Samuel Horton,Terror Film Festival,2015,Claw Award,Nominated,en
Leiv Igor Devold,CPH:DOX,2015,Politiken's Audience Award,Nominated,no
Leiv Igor Devold,CPH:DOX,2015,Nordic Dox Award,Nominated,no
Yael Melamede,News & Documentary Emmy Awards,2015,Emmy,Won,en
Raj Amit Kumar,Chรฉries-Chรฉris,2015,Grand Prize Chรฉries-Chรฉris,Nominated,en
Lizzy Gardiner,Australian Academy of Cinema and Television Arts (AACTA) Awards,2015,AACTA Award,Nominated,en
Claudio Marcone,Festival de Cine Iberoamericano de Huelva,2015,Pablo Neruda Student Award,Won,es
Claudio Marcone,Frameline San Francisco International LGBTQ Film Festival,2015,Outstanding First Feature Award,Won,es
Claudio Marcone,Guadalajara International Film Festival,2015,PREMIO MAGUEY,Nominated,es
Claudio Marcone,San Sebastiรกn International Film Festival,2015,Sebastiane Award,Nominated,es
Maximilien Van Aertryck,Gรถteborg Film Festival,2015,Short Film Award,Nominated,en
Gary Don Rhodes,Rondo Hatton Classic Horror Awards,2015,Rondo Statuette,Won,en
Naseeruddin Shah,Apsara Film Producers Guild Awards,2015,Apsara Award,Nominated,en
Naseeruddin Shah,Awards of the International Indian Film Academy,2015,Popular Award,Nominated,en
Naseeruddin Shah,Bollywood Hungama Surfers' Choice Movie Awards,2015,Surfers' Choice Award,Nominated,en
Naseeruddin Shah,Dubai International Film Festival,2015,Lifetime Achievement Award,Won,en
Naseeruddin Shah,Screen Weekly Awards,2015,Screen,Nominated,en
Rubรฉn Rojo Aura,Guadalajara International Film Festival,2015,MEZCAL Award,Nominated,es
Fernanda Valadez,"Ariel Awards, Mexico",2015,Silver Ariel,Nominated,en
Fernanda Valadez,Festival de Cinema Latino-Americano de Sao Paulo,2015,Mostra Escolas de Cinema CIBA-CILECT,Won,en
Fernanda Valadez,Grand Off World Independent Film Awards,2015,Grand OFF Award,Nominated,en
Fernanda Valadez,Potsdam Sehsรผchte,2015,Best Fiction,Nominated,en
Fernanda Valadez,Santiago International Short Film Festival,2015,International Shorts,Won,en
Fernanda Valadez,"Student Academy Awards, USA",2015,Student Academy Award,Nominated,en
Piero Messina,London Film Festival,2015,Sutherland Award,Nominated,it
Piero Messina,Venice Film Festival,2015,SIGNIS Award - Honorable Mention,Won,it
Piero Messina,Venice Film Festival,2015,Leoncino d'Oro Agiscuola Award,Won,it
Piero Messina,Venice Film Festival,2015,FEDIC Award - Special Mention,Won,it
Piero Messina,Venice Film Festival,2015,Golden Lion,Nominated,it
Piero Messina,Venice Film Festival,2015,Green Drop Award,Nominated,it
Arturo Perez,Los Angeles Independent Film Festival Awards,2015,LAIFF March Award,Nominated,en
Francesco Picone,Kimera International Film Festival,2015,Jury Award,Won,en
Iqbal Ahmed,Shriekfest,2015,Shriekfest Award,Won,en
Eva Randolph,Biarritz International Festival of Latin American Cinema,2015,Golden Sun,Won,en
Eva Randolph,Pancevo Film Festival,2015,Chimney Award,Nominated,en
Luka Popadic,Drama Short Film Festival,2015,Grand Prix,Nominated,sr
Luka Popadic,Tampere International Short Film Festival,2015,Diploma of Merit,Won,sr
Eric Montchaud,"Cรฉsar Awards, France",2015,Cรฉsar,Nominated,en
Senad ล ahmanoviฤ,Aberdeen Film Festival,2015,Festival Prize,Nominated,sr
Senad ล ahmanoviฤ,Busan International Short Film Festival,2015,Best Short Film,Nominated,sr
Senad ล ahmanoviฤ,Dokufest International Documentary and Short Film Festival,2015,International Shorts,Nominated,sr
Senad ล ahmanoviฤ,Drama Short Film Festival,2015,Grand Prix,Won,sr
Senad ล ahmanoviฤ,Odense International Film Festival,2015,Best Short Film - International,Nominated,sr
Senad ล ahmanoviฤ,Tehran International Film Festival,2015,Main Prize,Nominated,sr
Brady Corbet,Lisbon & Estoril Film Festival,2015,TAP Revelation Award,Won,en
Brady Corbet,Venice Film Festival,2015,Luigi De Laurentiis Award,Won,en
Brady Corbet,Venice Film Festival,2015,Venice Horizons Award,Won,en
Brady Corbet,Venice Film Festival,2015,Venice Horizons Award,Nominated,en
Riccardo Rossi,Italian National Syndicate of Film Journalists,2015,Silver Ribbon,Nominated,it
Brian James Crewe,First Glance Film Festival,2015,Audience Choice,Won,en
Brian James Crewe,Muscatine Independent Film Festival,2015,Jury Award,Nominated,en
Brian James Crewe,Santa Monica Independent Film Festival,2015,Honorable Mention,Won,en
Brian James Crewe,"Snake Alley Festival of Film, US",2015,Festival Prize,Won,en
Brian James Crewe,Sunscreen Film Festival West,2015,Festival Prize,Won,en
Brian James Crewe,The IndieFest Film Awards,2015,Award of Excellence,Won,en
Brian James Crewe,WorldFest Houston,2015,Platinum Award,Won,en
David Finkelstein,Berkeley Video & Film Festival,2015,Best of Festival,Won,en
Lee Byeong-heon,Baek Sang Art Awards,2015,Baek Sang Film,Nominated,ko
Lee Byeong-heon,Blue Dragon Awards,2015,Blue Dragon Award,Nominated,ko
Lee Byeong-heon,"Grand Bell Awards, South Korea",2015,Grand Bell Award,Nominated,ko
Lee Byeong-heon,Korean Film Actor's Association Awards,2015,New Director Award,Won,ko
Leticia Dolera,Mรกlaga Spanish Film Festival,2015,Silver Biznaga,Won,es
Zoe Berriatรบa,Moscow International Film Festival,2015,Golden St. George,Nominated,es
Rob Vint,News & Documentary Emmy Awards,2015,Emmy,Nominated,en
Khalil Sullins,Cleveland International Film Festival,2015,Best American Independent Feature Film,Nominated,en
Khalil Sullins,"Emerge Film Festival, Maine, US",2015,Festival Prize,Nominated,en
Khalil Sullins,Phoenix Film Festival,2015,Copper Wing Award,Won,en
Jessica Bardsley,International Documentary Film Festival of Navarra Punto de Vista,2015,Prize for Best Short Film,Won,en
Juan Miguel del Castillo,Mรกlaga Spanish Film Festival,2015,Audience Award,Won,es
Juan Miguel del Castillo,Ourense Independent Film Festival,2015,Calpurnia Grand Prix,Won,es
Vanessa Hope,CAAMFest,2015,Jury Award,Nominated,en
Sara Newens,CAAMFest,2015,Audience Award,Won,en
Sara Newens,CAAMFest,2015,Jury Award,Nominated,en
Sara Newens,Nashville Film Festival,2015,Grand Jury Prize,Nominated,en
Sara Newens,VC FilmFest - Los Angeles Asian Pacific Film Festival,2015,Special Jury Prize,Won,en
Sara Newens,VC FilmFest - Los Angeles Asian Pacific Film Festival,2015,Grand Jury Prize,Nominated,en
Tate Young,International Academy of Web Television Awards,2015,IAWTV Award,Nominated,en
Won-woo Lee,Jihlava International Documentary Film Festival,2015,Best World Documentary,Nominated,en
Won-woo Lee,Seoul International NewMedia Festival (NeMaf),2015,Glocal Panorama,Won,en
Brian Deane,Cork International Film Festival,2015,Grand Prix Irish,2nd place,en
Brian Deane,Fastnet Short Film Festival,2015,Festival Prize,Nominated,en
Brian Deane,Foyle Film Festival,2015,Light in Motion Award,2nd place,en
Santiago Alvarado,Alcalรก de Henares Short Film Festival,2015,Alcine Award,Won,es
Niels Bourgonje,Shortcutz Amsterdam,2015,The Mr Zee Award,Nominated,nl
Khris Burton,Seoul International Extreme-Short Image & Film Festival,2015,Best Extreme-Short Film Award,Nominated,en
Colin Tilley,Camerimage,2015,Jury Award,Won,en
Colin Tilley,MTV Video Music Awards (VMA),2015,VMA,Won,en
Danielle Beverly,Atlanta Film Festival,2015,Jury Award,Nominated,en
Ernst Karel,Buenos Aires International Festival of Independent Cinema,2015,Best Short Film,Nominated,en
Ernst Karel,CPH:DOX,2015,New Vision Award,Nominated,en
Abigail Disney,Galway Film Fleadh,2015,Documentary Award,Won,en
Abigail Disney,Montclair Film Festival (MFF),2015,Bruce Sinofsky Prize for Documentary Feature,Nominated,en
Abigail Disney,Traverse City Film Festival,2015,Founders Prize,Won,en
Abigail Disney,Women's Image Network Awards,2015,Woman of the Year,Won,en
Tommy Weber,IndieLisboa International Independent Film Festival,2015,Grand Prize City of Lisbon,Nominated,fr
Tony Girardin,"Canadian Screen Awards, CA",2015,Canadian Screen Award,Nominated,en
Effie Pappa,Corti Da Sogni Antonio Ricci - International Short Film Festival,2015,Premio Giuseppe Maestri,Nominated,en
Effie Pappa,Hamptons International Film Festival,2015,Student Film Award,Won,en
Effie Pappa,Tokyo Anime Award,2015,Special Jury Prize,Won,en
Tom Felton,Giffoni Film Festival,2015,Giffoni Experience Award,Won,en
Steven A. Wacker,Daytime Emmy Awards,2015,Daytime Emmy,Won,en
Bradley Cooper,"Academy Awards, USA",2015,Oscar,Nominated,en
Bradley Cooper,Behind the Voice Actors Awards,2015,BTVA People's Choice Voice Acting Award,Won,en
Bradley Cooper,Behind the Voice Actors Awards,2015,BTVA Feature Film Voice Acting Award,Nominated,en
Bradley Cooper,Broadcast Film Critics Association Awards,2015,Critics Choice Award,Won,en
Bradley Cooper,Central Ohio Film Critics Association,2015,COFCA Award,Nominated,en
Bradley Cooper,Denver Film Critics Society,2015,DFCS Award,Won,en
Bradley Cooper,"Empire Awards, UK",2015,Empire Award,Nominated,en
Bradley Cooper,MTV Movie + TV Awards,2015,MTV Movie Award,Won,en
Bradley Cooper,MTV Movie + TV Awards,2015,MTV Movie Award,Nominated,en
Bradley Cooper,Online Film & Television Association,2015,OFTA Film Award,Won,en
Bradley Cooper,PGA Awards,2015,PGA Award,Nominated,en
Bradley Cooper,Russian National Movie Awards,2015,Georges Award,Nominated,en
Bradley Cooper,Teen Choice Awards,2015,Teen Choice Award,Nominated,en
Maurice Huvelin,Fantasporto,2015,International Fantasy Film Award,Nominated,en
Lisa F. Jackson,London Feminist Film Festival,2015,Best Feature Film,Won,en
Dream Hampton,Los Angeles Film Festival,2015,Documentary Award,Nominated,en
Frederico Serra,CinEuphoria Awards,2015,CinEuphoria,Nominated,en
Cosima Spender,Karlovy Vary International Film Festival,2015,Best Documentary,Nominated,en
Cosima Spender,Melbourne International Film Festival,2015,People's Choice Award,Nominated,en
Cosima Spender,Stockholm Film Festival,2015,Best Documentary,Nominated,en
Cosima Spender,Tribeca Film Festival,2015,Jury Award,Nominated,en
Gary Hawkins,Chlotrudis Awards,2015,Chlotrudis Award,Nominated,en
Malika Zouhali-Worrall,Tribeca Film Festival,2015,Jury Award,Nominated,en
Malika Zouhali-Worrall,"Twin Cities Film Fest, US",2015,Festival Award,Won,en
Leah Wolchok,Chicago International Film Festival,2015,Gold Hugo,Nominated,en
Leah Wolchok,San Francisco International Film Festival,2015,Golden Gate Award,Won,en
Leah Wolchok,San Francisco International Film Festival,2015,Golden Gate Award,Nominated,en
Leah Wolchok,Tribeca Film Festival,2015,Jury Award,Nominated,en
G. Prajith,Asiavision Awards,2015,Asiavision Film Award,Won,ml
Benjamin Meyer,Dances With Films,2015,Audience Award,Won,en
Ines Tanoviฤ,Cairo International Film Festival,2015,Golden Pyramid,Nominated,bs
Ines Tanoviฤ,FEMF Festival of the European and Mediterrenean Film,2015,No Awards listed. Please create one in the box below.,Won,bs
Ines Tanoviฤ,Montrรฉal World Film Festival,2015,Golden Zenith,Nominated,bs
Ines Tanoviฤ,Sarajevo Film Festival,2015,Heart of Sarajevo,Nominated,bs
Ines Tanoviฤ,Zagreb Film Festival,2015,The Golden Pram,Nominated,bs
Shadae Lamar Smith,California Independent Film Festival,2015,Slate Award,Won,en
Cheyenne Picardo,Boston Underground Film Festival,2015,Director's Award,Won,en
Paul Rudish,Primetime Emmy Awards,2015,Primetime Emmy,Nominated,en
Mars Horodyski,Canadian Comedy Awards,2015,Canadian Comedy Award,Won,en
Mars Horodyski,Canadian Filmmakers' Festival,2015,Best Feature Film,Won,en
Mars Horodyski,Gasparilla International Film Festival,2015,Audience Award,Won,en
Mars Horodyski,Nashville Film Festival,2015,Grand Jury Prize,Nominated,en
Mars Horodyski,"Rincon International Film Festival, PR",2015,Audience Choice,Won,en
Saul Pincus,"Athens International Film and Video Festival, Ohio, USA",2015,Narrative Film Award,Nominated,en
Saul Pincus,Big Muddy Film Festival,2015,Best Narrative Film,Nominated,en
Saul Pincus,Canadian Filmmakers' Festival,2015,Best Feature Film,Nominated,en
Saul Pincus,Cinema on the Bayou Film Festival,2015,Jury Prize,Won,en
Saul Pincus,Kansas International Film Festival,2015,Jury Award,Nominated,en
Saul Pincus,"Madrid International Film Festival, ES",2015,Festival Award,Nominated,en
Saul Pincus,New Jersey International Festival,2015,Grand Prize,Won,en
Saul Pincus,"Rincon International Film Festival, PR",2015,Excellence Award,Won,en
Lisa Immordino Vreeland,Chicago International Film Festival,2015,Gold Hugo,Nominated,en
Lisa Immordino Vreeland,Stockholm Film Festival,2015,Best Documentary,Nominated,en
Lisa Immordino Vreeland,TheWIFTS Foundation International Visionary Awards,2015,The Documentary Award,Won,en
Erin Lee Carr,Montclair Film Festival (MFF),2015,New Jersey Films Competition,Nominated,en
Anthony Grippa,Naperville Independent Film Festival,2015,NIFF,Nominated,en
Hannaleena Hauru,Tampere International Short Film Festival,2015,Special Prize,Won,en
Kane Senes,San Diego Film Festival,2015,Festival Award,Nominated,en
Adam Schindler,Los Angeles Film Festival,2015,Nightfall Award,Nominated,en
Adam Nee,Los Angeles Film Festival,2015,Zeitgeist Award,Nominated,en
Akis Konstantakopoulos,Bare Bones International Film & Music Festival,2015,Bonehead Award,Won,en
Akis Konstantakopoulos,"SENE Film, Music and Art Festival",2015,Honorable Mention,Won,en
Jason Zeldes,Aspen Filmfest,2015,Audience Award,Won,en
Jason Zeldes,Berkshire International Film Festival (BIFF),2015,Jury Award,Won,en
Jason Zeldes,Heartland Film Festival,2015,Grand Prize,Won,en
Jason Zeldes,Milwaukee Film Festival,2015,Audience Award,Won,en
Jason Zeldes,Napa Valley Film Festival,2015,Jury Award,Won,en
Jason Zeldes,Ojai Film Festival,2015,Best Documentary Feature,Won,en
Jason Zeldes,San Francisco International Film Festival,2015,Audience Award,Won,en
Jason Zeldes,Seattle International Film Festival,2015,Golden Space Needle Award,Won,en
Jason Zeldes,Seattle International Film Festival,2015,Documentary Special Jury Award,Won,en
Jason Zeldes,Seattle International Film Festival,2015,Documentary Award,Nominated,en
Jason Zeldes,Seattle International Film Festival,2015,Futurewave Youth Jury Award,Nominated,en
Jason Zeldes,St. Louis International Film Festival,2015,Joe Pollack and Joe Williams Awards,Won,en
Jason Zeldes,St. Louis International Film Festival,2015,Audience Choice Award,Won,en
Sara Kaye Larson,Nashville Film Festival,2015,Grand Jury Prize,Won,en
Sara Kaye Larson,Nashville Film Festival,2015,Grand Jury Prize,Nominated,en
Ali Atay,Istanbul International Film Festival,2015,Golden Tulip,Nominated,tr
Ali Atay,Istanbul International Film Festival,2015,Seyfi Teoman Best First Film Award,Nominated,tr
Josh Kim,Athens International Film Festival,2015,Golden Athena,Nominated,th
Josh Kim,"FilmOut San Diego, US",2015,FilmOut Audience Awards,Won,th
Josh Kim,"FilmOut San Diego, US",2015,FilmOut Audience Awards,Nominated,th
Josh Kim,"Out on Film, Atlanta, US",2015,Jury Award,Won,th
Josh Kim,VC FilmFest - Los Angeles Asian Pacific Film Festival,2015,Audience Award,Won,th
Adam Egypt Mortimer,Molins de Rei Horror Film Festival,2015,Jury Prize,Nominated,en
Claire Carrรฉ,Chicago International Film Festival,2015,Gold Hugo,Nominated,en
Claire Carrรฉ,Columbus International Film & Video Festival,2015,Best of Festival,Nominated,en
Claire Carrรฉ,Gotham Awards,2015,Spotlight on Women Filmmakers 'Live the Dream' Grant,Nominated,en
Claire Carrรฉ,Molodist International Film Festival,2015,Best Film Award,Nominated,en
Claire Carrรฉ,Molodist International Film Festival,2015,FIPRESCI Prize,Nominated,en
Claire Carrรฉ,New Orleans Film Festival,2015,Narrative Feature Award,Won,en
Claire Carrรฉ,Other Worlds Austin SciFi Film Festival,2015,Mary Shelley Award,Won,en
Claire Carrรฉ,Savannah Film Festival,2015,Best Feature,Nominated,en
Meredith Morran,SXSW Film Festival,2015,SXSW Grand Jury Award,Won,en
Meredith Morran,WorldFest Houston,2015,Platinum Remi Award,Won,en
Gillian Wallace Horvat,SXSW Film Festival,2015,SXSW Grand Jury Award,Won,en
Bรกlint Szimler,Jihlava International Documentary Film Festival,2015,Best Documentary Debut or Second Film,Nominated,hu
Ivan Vesselinov,International Student Film Festival 'New Wave',2015,Honoris Causa,Won,en
Lau Ho-Leung,Beijing Student Film Festival,2015,Jury Award,Nominated,cn
Lau Ho-Leung,Macau International Movie Festival,2015,Golden Lotus Awards,Nominated,cn
Jennifer Corcoran,Red Nation Film Festival,2015,Red Nation Film Award of Excellence,Nominated,en
Jennifer Corcoran,"Toronto Independent Film Festival, CA",2015,Jury Award,Won,en
Ryan Mullins,Brooklyn Film Festival,2015,Festival Award,Nominated,en
Ryan Mullins,"Canadian Screen Awards, CA",2015,Canadian Screen Award,Nominated,en
Ryan Mullins,Hot Docs Canadian International Documentary Festival,2015,Emerging Canadian Filmmaker Award,Won,en
Bao Nguyen,Nashville Film Festival,2015,Grand Jury Prize,Nominated,en
Kevin McTurk,"FilmQuest, US",2015,FilmQuest Cthulhu,Nominated,en
Kevin McTurk,Seattle International Film Festival,2015,Short Film Competition Award,Won,en
Annika Iltis,Hot Docs Canadian International Documentary Festival,2015,Audience Award,Nominated,en
Annika Iltis,Kansas City FilmFest,2015,Festival Prize,Won,en
Annika Iltis,Nashville Film Festival,2015,Grand Jury Prize,Nominated,en
Angelo Pizzo,Heartland Film,2015,Truly Moving Picture Award,Won,en
Angelo Pizzo,"Indiana Film Journalists Association, US",2015,Hoosier Award,Won,en
Casey Gooden,SXSW Film Festival,2015,SXSW Grand Jury Award,Nominated,en
Maya Newell,Sydney Film Festival,2015,Audience Award,2nd place,en
Mohammed Naqvi,Chagrin Documentary Film Festival,2015,David Ponce Award - Best of the Festival,Won,en
Mohammed Naqvi,CPH:DOX,2015,F:ACT Award,Won,en
Mohammed Naqvi,Hollywood Film Festival,2015,Jury Prize,Won,en
Mohammed Naqvi,"Oaxaca FilmFest, MX",2015,Global,Won,en
Robin Hauser Reynolds,Mill Valley Film Festival,2015,Audience Award,Won,en
Robin Hauser Reynolds,Rhode Island International Film Festival,2015,First Prize,Won,en
Zach Carver,Austin Film Festival,2015,Audience Award,Won,en
Juanma Suรกrez Garcรญa,Goya Awards,2015,Goya,Nominated,es
Csaba Fazekas,Skip City International D-Cinema Festival,2015,Grand Prize,Nominated,hu
Dave Iverson,Wisconsin Film Festival,2015,Audience Award,Won,en
Marcus Ovnell,Dances With Films,2015,Grand Jury Award,Nominated,sv
Marcus Ovnell,Gasparilla International Film Festival,2015,Grand Jury,Won,sv
Marcus Ovnell,Hoboken International Film Festival,2015,Festival Award,Nominated,sv
Marcus Ovnell,Indie Gathering International Film Festival,2015,Indie Gathering Award,2nd place,sv
Marcus Ovnell,"Madrid International Film Festival, ES",2015,Festival Award,Won,sv
Marcus Ovnell,Milano International Film Festival Awards (MIFF Awards),2015,Best Editing,Won,sv
Marcus Ovnell,Milano International Film Festival Awards (MIFF Awards),2015,Best Film,Nominated,sv
Marcus Ovnell,Milano International Film Festival Awards (MIFF Awards),2015,Best Director,Nominated,sv
Marcus Ovnell,New Hope Film Festival,2015,Best Picture,Won,sv
Marcus Ovnell,New Hope Film Festival,2015,Best Director,Nominated,sv
Marcus Ovnell,New Hope Film Festival,2015,Best Picture,Nominated,sv
Anna Persson,Zurich Film Festival,2015,Golden Eye,Nominated,en
Alec Su,Golden Horse Film Festival,2015,Golden Horse Award,Nominated,en
Falko Paeper,CineMAiubit - International Student Film Festival,2015,Best Experimental Film,Won,en
Falko Paeper,Tribeca Film Festival,2015,Student Visionary Award,Nominated,en
Falko Paeper,Visual Effects Society Awards,2015,VES Award,Won,en
Henry Hughes,Academy of Television Arts and Sciences College Television Awards,2015,Emmy,Won,en
Henry Hughes,BAFTA/LA Student Film Awards,2015,BAFTA/LA Student Film Award,Won,en
Henry Hughes,Stony Brook Film Festival,2015,Best Short,Won,en
Joรฃo P. Nunes,"Cinema Bloggers Awards, Portugal",2015,Cinema Bloggers Award,Nominated,en
Pat Fiske,Film Critics Circle of Australia Awards,2015,FCCA Award,Nominated,en
Rebecca Parrish,Chicago International Film Festival,2015,Chicago Award,Won,en
Rebecca Parrish,Chicago International Film Festival,2015,Gold Hugo,Nominated,en
Rebecca Parrish,Hot Docs Canadian International Documentary Festival,2015,Audience Award,Nominated,en
Violeta Ayala,Sydney Film Festival,2015,Audience Award,Nominated,en
Dena Seidel,Lighthouse International Film Festival,2015,Audience Award,Won,en
Andrew Rodgers,Edinburgh International Film Festival,2015,Best Short Film,Nominated,en
Andrew Rodgers,Independent Film Festival of Boston,2015,Special Jury Prize,Won,en
Wu Jing,Beijing Student Film Festival,2015,Jury Award,Won,zh
Wu Jing,Shanghai International Film Festival,2015,China Movie Channel Media Award,Nominated,zh
Wu Jing,Shanghai International Film Festival,2015,Asian New Talent Award,Nominated,zh
Nate Theis,ASIFA/East Animation Festival,2015,ASIFA/East Award,Won,en
Thierry Sebban,Fantasporto,2015,Critics' Award,Won,en
Thierry Sebban,Fantasporto,2015,Directors' Week Award,Nominated,en
Magnus von Horn,Camerimage,2015,Golden Frog,Nominated,sv
Magnus von Horn,Cannes Film Festival,2015,Golden Camera,Nominated,sv
Magnus von Horn,Chicago International Film Festival,2015,Gold Hugo,Nominated,sv
Magnus von Horn,Film Festival Oostende,2015,Look Prize,Won,sv
Magnus von Horn,London Film Festival,2015,Sutherland Award,Nominated,sv
Magnus von Horn,Polish Film Festival,2015,Best Screenplay,Won,sv
Magnus von Horn,Polish Film Festival,2015,Best Director,Won,sv
Magnus von Horn,Stockholm Film Festival,2015,Bronze Horse,Nominated,sv
Liz Manashil,Cleveland International Film Festival,2015,Best American Independent Feature Film,Nominated,en
Liz Manashil,Naperville Independent Film Festival,2015,NIFF,Won,en
Daniel Askill,Grammy Awards,2015,Grammy,Nominated,en
Juan Agustรญn Mรกrquez,National Academy of Television Arts & Sciences - Suncoast Chapter,2015,Emmy,Won,es
Bjรถrn Hlynur Haraldsson,Chicago International Film Festival,2015,Gold Hugo,Nominated,en
Bjรถrn Hlynur Haraldsson,Sรฃo Paulo International Film Festival,2015,International Jury Award,Nominated,en
Lydie Wisshaupt-Claudel,Cinรฉma du Rรฉel,2015,Cinรฉma du Rรฉel Award,Won,en
Lydie Wisshaupt-Claudel,Zurich Film Festival,2015,Special Mention,Won,en
Lydie Wisshaupt-Claudel,Zurich Film Festival,2015,Golden Eye,Nominated,en
Aaron Hann,Seattle International Film Festival,2015,New American Cinema Award,Nominated,en
Paul Ashton,Cleveland International Film Festival,2015,Best American Independent Feature Film,Nominated,en
Paul Ashton,Stony Brook Film Festival,2015,Special Festival Award,Won,en
Bruno Jubin,"Colorado Film Festival, US",2015,First-Time Directing Award,Won,es
Thomas Daneskov,CPH PIX,2015,New Talent Grand PIX,Won,da
Lรกszlรณ Nemes,Awards Circuit Community Awards,2015,ACCA,Won,hu
Lรกszlรณ Nemes,Cannes Film Festival,2015,FIPRESCI Prize,Won,hu
Lรกszlรณ Nemes,Cannes Film Festival,2015,Franรงois Chalais Award,Won,hu
Lรกszlรณ Nemes,Cannes Film Festival,2015,Grand Prize of the Jury,Won,hu
Lรกszlรณ Nemes,Cannes Film Festival,2015,Palme d'Or,Nominated,hu
Lรกszlรณ Nemes,Cannes Film Festival,2015,Golden Camera,Nominated,hu
Lรกszlรณ Nemes,Chicago Film Critics Association Awards,2015,CFCA Award,Nominated,hu
Lรกszlรณ Nemes,Ghent International Film Festival,2015,Grand Prix,Nominated,hu
Lรกszlรณ Nemes,Hamburg Film Festival,2015,Critics Award,Nominated,hu
Lรกszlรณ Nemes,Indiewire Critics' Poll,2015,ICP Award,Won,hu
Lรกszlรณ Nemes,Indiewire Critics' Poll,2015,ICP Award,Nominated,hu
Lรกszlรณ Nemes,International Cinephile Society Awards,2015,ICS Cannes Award,Won,hu
Lรกszlรณ Nemes,London Film Festival,2015,Best Film,Nominated,hu
Lรกszlรณ Nemes,Los Angeles Film Critics Association Awards,2015,LAFCA Award,Won,hu
Lรกszlรณ Nemes,New York Film Critics Circle Awards,2015,NYFCC Award,Won,hu
Lรกszlรณ Nemes,Sarajevo Film Festival,2015,Special Jury Prize,Won,hu
Lรกszlรณ Nemes,Sarajevo Film Festival,2015,Heart of Sarajevo,Nominated,hu
Lรกszlรณ Nemes,Stockholm Film Festival,2015,Best Director,Won,hu
Lรกszlรณ Nemes,Stockholm Film Festival,2015,Bronze Horse,Nominated,hu
Lรกszlรณ Nemes,Sรฃo Paulo International Film Festival,2015,International Jury Award,Nominated,hu
Lรกszlรณ Nemes,Toronto Film Critics Association Awards,2015,TFCA Award,Nominated,hu
Lรกszlรณ Nemes,Village Voice Film Poll,2015,VVFP Award,Nominated,hu
Lรกszlรณ Nemes,Zagreb Film Festival,2015,The Golden Pram,Won,hu
Hong Won-chan,Adelaide Film Festival,2015,Foxtel Movies International Award,Nominated,ko
Hong Won-chan,Cannes Film Festival,2015,Golden Camera,Nominated,ko
Andrรฉ Cruz Shiraiwa,Brussels International Festival of Fantasy Film (BIFFF),2015,Silver Mรฉliรจs,Won,ca
Andrรฉ Cruz Shiraiwa,Gaudรญ Awards,2015,Gaudรญ Award,Nominated,ca
Elad Keidan,Awards of the Israeli Film Academy,2015,Award of the Israeli Film Academy,Won,he
Elad Keidan,Cannes Film Festival,2015,Golden Camera,Nominated,he
Elad Keidan,Haifa International Film Festival,2015,Haifa Cultural Foundation Award,Won,he
Pavle Vuฤkoviฤ,Cannes Film Festival,2015,Golden Camera,Nominated,sr
Pavle Vuฤkoviฤ,Molodist International Film Festival,2015,Best Film Award,Nominated,sr
Pavle Vuฤkoviฤ,Sarajevo Film Festival,2015,Heart of Sarajevo,Nominated,sr
Neeraj Ghaywan,Cannes Film Festival,2015,Un Certain Regard - Avenir Prize,Won,en
Neeraj Ghaywan,Cannes Film Festival,2015,FIPRESCI Prize,Won,en
Neeraj Ghaywan,Cannes Film Festival,2015,Un Certain Regard Award,Nominated,en
Neeraj Ghaywan,Cannes Film Festival,2015,Golden Camera,Nominated,en
Laurent Lariviรจre,Cairo International Film Festival,2015,Golden Pyramid,Nominated,fr
Laurent Lariviรจre,Cannes Film Festival,2015,Un Certain Regard Award,Nominated,fr
Laurent Lariviรจre,Cannes Film Festival,2015,Golden Camera,Nominated,fr
Ida Panahandeh,Bratislava International Film Festival,2015,Best Director,Won,fa
Ida Panahandeh,Cannes Film Festival,2015,Un Certain Regard - Avenir Prize,Won,fa
Ida Panahandeh,Cannes Film Festival,2015,Un Certain Regard Award,Nominated,fa
Ida Panahandeh,Cannes Film Festival,2015,Golden Camera,Nominated,fa
Ida Panahandeh,Chicago International Film Festival,2015,Roger Ebert Award,Won,fa
Ida Panahandeh,Chicago International Film Festival,2015,Gold Hugo,Nominated,fa
Ida Panahandeh,Fajr Film Festival,2015,Crystal Trophy,Nominated,fa
Ida Panahandeh,Hamburg Film Festival,2015,Critics Award,Nominated,fa
Ida Panahandeh,Stockholm Film Festival,2015,Bronze Horse,Nominated,fa
